job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,job_demand_period,skill_AWS,skill_Azure,skill_Computer Vision,skill_Data Visualization,skill_Deep Learning,skill_Docker,skill_GCP,skill_Git,skill_Hadoop,skill_Java,skill_Kubernetes,skill_Linux,skill_MLOps,skill_Mathematics,skill_NLP,skill_PyTorch,skill_Python,skill_R,skill_SQL,skill_Scala,skill_Spark,skill_Statistics,skill_Tableau,skill_TensorFlow,high_paying
AI Manager,107209.0,Mid-level,Freelance,Singapore,Large,Singapore,50,Associate,4,Automotive,2024-02-29,2024-05-10,1814,0.7600000000000002,Digital Transformation LLC,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
AI Scientist,68985.0,Mid-level,Full-time,Japan,Small,Japan,50,Master,2,Healthcare,2024-08-07,2024-09-22,518,0.6200000000000001,DeepTech Ventures,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Engineer,79910.0,Entry-level,Part-time,United States,Medium,United States,50,Doctorate,1,Technology,2024-04-28,2024-05-23,1004,0.20000000000000018,TechCorp Inc,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Data Scientist,97481.0,Senior,Contract,Austria,Medium,Norway,50,Master,7,Energy,2024-07-30,2024-08-21,2489,0.9600000000000002,Cognitive Computing,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Manager,119416.0,Executive,Full-time,Ireland,Large,Israel,0,Doctorate,13,Technology,2024-07-18,2024-09-24,1092,0.3800000000000001,Advanced Robotics,68,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,67480.0,Senior,Full-time,Finland,Small,Finland,100,Doctorate,8,Energy,2024-09-19,2024-11-07,894,0.14000000000000012,AI Innovations,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AI Scientist,38141.0,Entry-level,Part-time,Ireland,Medium,Japan,0,Bachelor,0,Media,2025-01-28,2025-03-15,798,0.21999999999999997,Predictive Systems,46,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Data Scientist,152407.0,Executive,Contract,Sweden,Small,Sweden,100,Bachelor,19,Transportation,2025-02-20,2025-03-29,671,0.30000000000000004,Quantum Computing Inc,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,83717.13,Entry-level,Full-time,United Kingdom,Small,United Kingdom,0,Bachelor,0,Retail,2025-02-23,2025-04-01,745,0.8399999999999999,Digital Transformation LLC,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
AI Engineer,56101.0,Entry-level,Full-time,Finland,Medium,Finland,50,Doctorate,1,Healthcare,2024-07-07,2024-08-08,2228,0.8399999999999999,TechCorp Inc,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
AI Scientist,192049.4,Senior,Full-time,United Kingdom,Large,United Kingdom,100,Doctorate,7,Media,2024-09-01,2024-10-05,742,0.0,DataVision Ltd,34,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
AI Engineer,117551.52,Mid-level,Part-time,Germany,Large,Germany,50,Master,4,Gaming,2024-03-24,2024-05-05,573,0.8,Advanced Robotics,42,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
AI Specialist,70611.0,Mid-level,Full-time,Sweden,Small,Sweden,0,Doctorate,4,Government,2024-11-23,2025-01-05,2054,0.44000000000000017,Predictive Systems,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Data Analyst,102652.0,Mid-level,Part-time,Australia,Medium,Australia,0,Bachelor,4,Healthcare,2025-02-03,2025-03-29,957,0.6200000000000001,Cloud AI Solutions,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
AI Specialist,60269.0,Entry-level,Freelance,China,Large,China,0,Doctorate,0,Technology,2024-06-25,2024-07-19,1858,0.8,Machine Intelligence Group,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Data Engineer,110071.0,Executive,Contract,Finland,Medium,Finland,100,Associate,15,Healthcare,2024-04-25,2024-05-25,1948,0.26,Neural Networks Co,30,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
AI Scientist,138626.64,Senior,Freelance,Netherlands,Small,Netherlands,0,Doctorate,6,Technology,2024-05-28,2024-08-02,2247,0.08000000000000007,Quantum Computing Inc,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
Senior Data Scientist,82600.8,Entry-level,Freelance,United Kingdom,Small,United Kingdom,0,Master,1,Healthcare,2024-04-29,2024-06-03,2422,0.08000000000000007,TechCorp Inc,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Senior Data Scientist,98770.0,Senior,Full-time,Israel,Medium,Israel,100,Bachelor,7,Telecommunications,2024-05-28,2024-07-19,565,0.5,Predictive Systems,52,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AI Scientist,85904.28,Mid-level,Contract,Netherlands,Medium,Ireland,50,Doctorate,3,Energy,2024-10-06,2024-12-12,1044,0.9800000000000002,Quantum Computing Inc,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Engineer,54380.0,Entry-level,Full-time,Israel,Medium,Israel,50,Doctorate,0,Real Estate,2024-10-24,2024-11-07,1855,0.28000000000000025,Smart Analytics,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Data Scientist,69141.0,Mid-level,Freelance,Austria,Large,Israel,100,Doctorate,2,Telecommunications,2024-07-24,2024-08-25,786,0.8200000000000001,AI Innovations,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AI Scientist,64403.0,Entry-level,Freelance,Sweden,Small,Sweden,100,Associate,1,Energy,2025-01-29,2025-03-31,951,0.8800000000000001,Cognitive Computing,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
AI Manager,131073.0,Mid-level,Part-time,Singapore,Large,Singapore,0,Associate,3,Media,2024-02-26,2024-04-08,918,0.74,Quantum Computing Inc,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AI Specialist,117100.08,Senior,Freelance,France,Small,France,0,Doctorate,5,Telecommunications,2024-12-05,2025-02-01,2487,0.08000000000000007,Smart Analytics,58,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
AI Engineer,156955.32,Senior,Contract,Germany,Large,China,100,Bachelor,9,Energy,2024-02-13,2024-03-18,2033,0.21999999999999997,Cloud AI Solutions,34,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,72765.0,Entry-level,Contract,Switzerland,Small,Switzerland,50,Associate,1,Gaming,2024-01-19,2024-02-15,2127,0.040000000000000036,Advanced Robotics,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AI Engineer,98833.0,Senior,Freelance,Canada,Medium,Netherlands,100,Master,7,Finance,2024-03-02,2024-03-20,1881,0.15999999999999992,Digital Transformation LLC,18,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Data Engineer,78907.0,Senior,Full-time,India,Medium,India,100,Doctorate,8,Gaming,2024-12-23,2025-01-12,1170,0.52,Algorithmic Solutions,20,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
AI Specialist,141740.0,Mid-level,Full-time,Denmark,Medium,Denmark,100,Bachelor,4,Finance,2024-10-03,2024-11-14,2007,0.54,Future Systems,42,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
AI Manager,236130.0,Executive,Full-time,Denmark,Small,France,50,Master,10,Retail,2024-03-28,2024-05-19,1552,0.6399999999999999,AI Innovations,52,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AI Scientist,78304.0,Mid-level,Contract,China,Large,China,100,Doctorate,3,Transportation,2024-04-25,2024-06-25,920,0.6200000000000001,Advanced Robotics,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Specialist,59268.240000000005,Entry-level,Part-time,Germany,Medium,South Korea,0,Master,0,Technology,2025-03-06,2025-03-27,2374,0.6600000000000001,Smart Analytics,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
AI Specialist,102344.0,Mid-level,Contract,Singapore,Medium,Israel,0,Doctorate,3,Retail,2024-02-13,2024-03-29,2159,0.6200000000000001,Future Systems,45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AI Scientist,132419.0,Senior,Contract,Switzerland,Small,Switzerland,0,Doctorate,6,Gaming,2025-01-25,2025-03-11,2218,0.54,Digital Transformation LLC,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Senior Data Scientist,94395.0,Entry-level,Full-time,Norway,Medium,Norway,50,Doctorate,1,Telecommunications,2024-04-13,2024-06-15,1892,0.56,Neural Networks Co,63,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
AI Engineer,89334.34,Mid-level,Part-time,United Kingdom,Small,United Kingdom,0,Associate,3,Retail,2025-02-10,2025-02-24,2184,0.6600000000000001,Cloud AI Solutions,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AI Engineer,107295.0,Mid-level,Contract,Singapore,Large,Singapore,50,Associate,4,Retail,2025-01-29,2025-02-28,1085,0.4800000000000002,Smart Analytics,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Data Analyst,147267.72,Senior,Freelance,Germany,Small,Finland,100,Bachelor,7,Automotive,2024-05-30,2024-07-23,1025,0.41999999999999993,Neural Networks Co,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AI Engineer,62144.0,Entry-level,Full-time,Singapore,Medium,Singapore,100,Bachelor,0,Automotive,2024-05-13,2024-06-24,553,0.30000000000000004,DataVision Ltd,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
AI Engineer,164608.0,Senior,Contract,Denmark,Medium,South Korea,50,Bachelor,5,Gaming,2024-05-19,2024-07-13,619,0.18000000000000016,Neural Networks Co,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
Senior Data Scientist,103655.0,Entry-level,Full-time,Switzerland,Large,Switzerland,0,Master,0,Automotive,2024-02-07,2024-04-05,743,0.3800000000000001,DeepTech Ventures,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Data Engineer,189050.0,Senior,Contract,United States,Large,United States,100,Associate,6,Manufacturing,2024-04-19,2024-06-07,1427,0.54,Autonomous Tech,49,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
AI Engineer,109642.68000000001,Mid-level,Full-time,France,Medium,China,50,Master,2,Automotive,2024-10-10,2024-12-16,1694,0.9000000000000001,TechCorp Inc,67,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,216995.0,Senior,Part-time,Denmark,Large,Denmark,0,Bachelor,9,Manufacturing,2024-03-29,2024-05-03,811,0.10000000000000009,Digital Transformation LLC,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Data Engineer,80555.0,Mid-level,Part-time,South Korea,Large,Japan,100,Bachelor,2,Government,2025-02-26,2025-03-21,582,0.020000000000000018,Smart Analytics,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI Engineer,75683.0,Senior,Full-time,China,Medium,China,50,Master,6,Consulting,2025-01-26,2025-02-21,2397,0.40000000000000013,Advanced Robotics,26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,80038.0,Mid-level,Freelance,Canada,Large,Canada,50,Bachelor,3,Retail,2024-07-30,2024-08-27,953,0.94,Smart Analytics,28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
AI Engineer,226253.0,Senior,Full-time,Norway,Large,Austria,50,Associate,6,Telecommunications,2024-12-09,2025-02-18,1629,0.10000000000000009,Quantum Computing Inc,71,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Scientist,52942.0,Entry-level,Contract,Sweden,Medium,Sweden,50,Associate,1,Real Estate,2024-02-10,2024-03-24,1875,0.6600000000000001,AI Innovations,43,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Analyst,126729.0,Executive,Part-time,Israel,Large,Israel,100,Doctorate,12,Energy,2024-04-17,2024-06-05,720,0.3400000000000001,Quantum Computing Inc,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
AI Engineer,161370.0,Executive,Freelance,Israel,Medium,Israel,0,Doctorate,10,Government,2024-09-05,2024-10-17,1689,0.72,Cloud AI Solutions,42,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
AI Engineer,68304.0,Senior,Freelance,India,Small,India,50,Bachelor,7,Manufacturing,2025-03-02,2025-04-18,2465,0.52,Advanced Robotics,47,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AI Manager,108308.0,Entry-level,Part-time,United States,Large,United Kingdom,100,Bachelor,1,Manufacturing,2024-04-05,2024-06-03,2250,0.40000000000000013,Machine Intelligence Group,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
AI Engineer,59600.0,Entry-level,Contract,United States,Small,United States,0,Doctorate,0,Retail,2024-09-08,2024-09-26,2215,0.020000000000000018,Predictive Systems,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
AI Engineer,72109.44,Mid-level,Contract,Germany,Small,Germany,100,Doctorate,4,Retail,2024-12-20,2025-01-04,2055,0.45999999999999996,Advanced Robotics,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Senior Data Scientist,120492.0,Senior,Contract,Israel,Large,Ireland,0,Master,6,Healthcare,2024-03-19,2024-04-08,636,0.30000000000000004,Smart Analytics,20,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,212660.23,Senior,Contract,United Kingdom,Large,Japan,50,Bachelor,5,Transportation,2024-03-11,2024-04-19,1426,0.040000000000000036,Advanced Robotics,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
Data Scientist,162816.48,Executive,Contract,Netherlands,Medium,Netherlands,0,Master,14,Energy,2024-01-23,2024-02-11,2161,0.15999999999999992,Predictive Systems,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
AI Scientist,179443.0,Executive,Full-time,South Korea,Medium,South Korea,0,Master,10,Retail,2025-02-21,2025-04-09,2025,0.6200000000000001,DeepTech Ventures,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Data Scientist,134383.0,Senior,Contract,Norway,Small,Singapore,0,Associate,9,Automotive,2024-11-17,2025-01-11,2267,0.56,DataVision Ltd,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Data Analyst,225196.2,Executive,Freelance,Germany,Medium,Germany,100,Doctorate,13,Energy,2025-04-28,2025-07-10,1822,0.30000000000000004,Future Systems,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
AI Specialist,282911.0,Executive,Contract,Switzerland,Medium,Switzerland,50,Doctorate,15,Automotive,2024-04-12,2024-06-11,917,0.6000000000000001,TechCorp Inc,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,72033.0,Entry-level,Contract,Australia,Large,Australia,50,Doctorate,0,Healthcare,2024-09-21,2024-11-26,1214,0.41999999999999993,Advanced Robotics,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
AI Engineer,118301.0,Mid-level,Freelance,Norway,Small,Norway,0,Bachelor,3,Automotive,2025-03-25,2025-04-10,2073,0.54,Cloud AI Solutions,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AI Engineer,123399.0,Senior,Full-time,Ireland,Large,Finland,100,Associate,6,Education,2025-02-11,2025-04-22,2179,0.8200000000000001,Digital Transformation LLC,70,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,142932.0,Executive,Contract,China,Large,Austria,50,Bachelor,15,Real Estate,2024-12-24,2025-03-02,2046,0.9800000000000002,Cognitive Computing,68,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
AI Specialist,138262.0,Senior,Contract,Sweden,Medium,Sweden,0,Doctorate,6,Healthcare,2024-07-05,2024-09-02,1225,0.7600000000000002,Future Systems,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
AI Scientist,58474.0,Entry-level,Freelance,Austria,Large,Austria,0,Doctorate,0,Energy,2025-01-26,2025-02-10,1944,0.6399999999999999,Cognitive Computing,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AI Engineer,163307.0,Senior,Contract,Switzerland,Small,Switzerland,100,Associate,8,Gaming,2024-02-19,2024-04-21,1577,1.0,Quantum Computing Inc,62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AI Engineer,101352.6,Entry-level,Part-time,Netherlands,Large,China,50,Bachelor,0,Media,2025-01-01,2025-03-14,1363,0.7800000000000002,TechCorp Inc,72,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI Engineer,189602.0,Executive,Contract,Switzerland,Small,Switzerland,50,Master,19,Education,2024-05-27,2024-06-27,1035,0.3600000000000001,Predictive Systems,31,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,105365.0,Mid-level,Contract,Denmark,Small,Denmark,0,Bachelor,4,Education,2024-07-27,2024-09-05,950,0.52,Cloud AI Solutions,40,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,78053.0,Senior,Freelance,India,Small,Denmark,50,Associate,9,Healthcare,2025-02-28,2025-03-29,1793,0.10000000000000009,AI Innovations,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Specialist,162244.0,Senior,Part-time,Singapore,Large,Singapore,0,Doctorate,7,Government,2025-01-08,2025-02-03,1682,0.41999999999999993,Cognitive Computing,26,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
AI Engineer,141788.0,Executive,Contract,Ireland,Small,Ireland,0,Bachelor,17,Healthcare,2024-07-14,2024-09-10,875,0.020000000000000018,Advanced Robotics,58,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
AI Engineer,58926.0,Entry-level,Contract,China,Large,China,100,Bachelor,0,Gaming,2025-01-25,2025-02-16,2035,0.3400000000000001,Future Systems,22,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AI Engineer,70787.0,Mid-level,Contract,Japan,Medium,Japan,100,Associate,4,Real Estate,2024-12-24,2025-02-18,2203,0.72,DataVision Ltd,56,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AI Scientist,110184.0,Senior,Part-time,Austria,Large,Austria,100,Associate,6,Finance,2025-02-20,2025-03-26,976,0.040000000000000036,Algorithmic Solutions,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
AI Specialist,254715.0,Executive,Part-time,Switzerland,Small,Switzerland,0,Bachelor,13,Energy,2025-04-22,2025-05-11,1207,0.10000000000000009,Advanced Robotics,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
AI Engineer,92249.28,Entry-level,Contract,France,Large,France,50,Associate,1,Real Estate,2024-03-04,2024-04-14,2334,0.21999999999999997,Machine Intelligence Group,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AI Scientist,113947.0,Senior,Freelance,Sweden,Medium,Netherlands,0,Associate,8,Manufacturing,2024-10-08,2024-11-05,875,0.6399999999999999,Future Systems,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
AI Engineer,109662.0,Executive,Contract,Finland,Small,Finland,100,Associate,19,Education,2024-08-22,2024-10-23,1905,0.32000000000000006,Digital Transformation LLC,62,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,193938.0,Executive,Part-time,Finland,Large,Finland,0,Master,13,Telecommunications,2024-11-13,2025-01-20,2039,0.8200000000000001,Cloud AI Solutions,68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AI Engineer,132670.0,Executive,Part-time,Austria,Small,Austria,50,Doctorate,14,Technology,2025-02-02,2025-03-23,2045,0.9600000000000002,Future Systems,49,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
AI Specialist,280211.0,Executive,Contract,Denmark,Large,Denmark,50,Master,19,Technology,2024-03-12,2024-05-01,1897,0.21999999999999997,Cognitive Computing,50,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Specialist,115037.0,Mid-level,Part-time,Singapore,Medium,Singapore,100,Master,4,Energy,2025-01-06,2025-01-22,888,0.74,Smart Analytics,16,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,210065.0,Executive,Freelance,Denmark,Large,India,100,Associate,11,Automotive,2024-10-04,2024-11-07,1978,0.8200000000000001,Smart Analytics,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
AI Specialist,66697.0,Mid-level,Freelance,Sweden,Small,Sweden,100,Doctorate,4,Technology,2024-08-19,2024-10-18,1694,0.8399999999999999,Advanced Robotics,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
AI Scientist,132646.0,Executive,Part-time,Finland,Medium,Canada,100,Associate,14,Real Estate,2024-07-07,2024-08-16,2475,0.8200000000000001,Smart Analytics,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
AI Engineer,110574.0,Mid-level,Contract,United States,Medium,United States,50,Bachelor,2,Manufacturing,2024-12-25,2025-02-01,2059,0.6000000000000001,TechCorp Inc,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AI Engineer,108052.0,Mid-level,Contract,Sweden,Medium,Sweden,50,Bachelor,4,Real Estate,2024-05-03,2024-06-28,1390,0.15999999999999992,DataVision Ltd,56,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
AI Engineer,84114.0,Senior,Contract,China,Small,China,100,Associate,5,Media,2024-07-28,2024-09-01,1100,0.18000000000000016,Cloud AI Solutions,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
AI Manager,139102.0,Senior,Contract,Switzerland,Small,Finland,0,Bachelor,9,Technology,2024-08-11,2024-09-19,661,0.6200000000000001,Quantum Computing Inc,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
AI Engineer,137411.46,Mid-level,Full-time,United Kingdom,Large,France,0,Associate,2,Consulting,2024-10-04,2024-12-02,1243,0.18000000000000016,DeepTech Ventures,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
AI Specialist,166058.64,Executive,Freelance,Germany,Small,Germany,0,Doctorate,11,Automotive,2024-11-17,2025-01-25,1172,0.4800000000000002,Advanced Robotics,69,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Data Scientist,154015.0,Executive,Freelance,India,Large,South Korea,0,Doctorate,12,Healthcare,2024-05-25,2024-07-01,930,0.8600000000000003,Neural Networks Co,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AI Manager,226629.0,Senior,Freelance,Denmark,Large,Denmark,0,Master,6,Retail,2025-04-24,2025-06-17,1420,0.6800000000000002,Machine Intelligence Group,54,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Engineer,147429.0,Senior,Part-time,Canada,Large,Canada,100,Bachelor,9,Retail,2024-09-15,2024-10-15,879,0.15999999999999992,Digital Transformation LLC,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
AI Engineer,161881.0,Executive,Freelance,Finland,Large,Sweden,0,Doctorate,15,Technology,2024-06-20,2024-09-01,891,0.6200000000000001,Smart Analytics,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
AI Scientist,198338.0,Senior,Freelance,Switzerland,Large,Switzerland,0,Master,9,Finance,2025-03-21,2025-04-19,1286,0.52,Smart Analytics,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
AI Manager,133780.0,Senior,Freelance,Australia,Large,Australia,100,Associate,8,Gaming,2024-12-30,2025-01-21,2094,0.08000000000000007,Quantum Computing Inc,22,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
